"styles_ndsLink__GUaai href","styles_pictureLazy__1fLzp src","styles_styledBodyMdText__lJVEV","styles_ndsTruncate__0rtO0","styles_ndsLink__GUaai","styles_ratingsAndReviews__B6_gt href","styles_pictureLazy__1fLzp src 2","styles_pictureLazy__1fLzp src 3","styles_pictureLazy__1fLzp src 4","h-text-greenDark","h-text-grayDark","h-text-bold 2","styles_pictureLazy__1fLzp src 6","styles_btn__1hjpW 2","h-text-orangeDark","h-margin-v-tiny","h-text-bold 3","h-text-greenDark 2"
"https://www.target.com/p/levi-s-women-s-724-high-rise-straight-jeans/-/A-86370039?preselect=88232205#lnk=sametab","https://target.scene7.com/is/image/Target/GUEST_c2daae40-b6af-4ce9-b60a-5fc30404a038?qlt=65&fmt=webp&hei=350&wid=350","$64.99","Levi's® Women's 724™ High-Rise Straight Jeans","Levi's","[object Object]","https://target.scene7.com/is/image/Target/GUEST_8c45ab26-ccd1-4adf-ae38-5b162c7b9ee1?wid=15&hei=15&qlt=80&fmt=webp","https://target.scene7.com/is/image/Target/GUEST_c2daae40-b6af-4ce9-b60a-5fc30404a038?cropN=0.55%2C0.48%2C0.1%2C0.1&sizeN=100%2C100&wid=15&hei=15&qlt=80&fmt=webp","https://target.scene7.com/is/image/Target/baseswatch?color=28%2C44%2C68&wid=15&hei=15&qlt=80&fmt=webp","arrives Thu, Apr 30","Shipping dates may vary","","","","","","",""
"https://www.target.com/p/levi-s-women-s-high-rise-wedgie-straight-cropped-jeans/-/A-1011053856?preselect=90864754#lnk=sametab","https://target.scene7.com/is/image/Target/GUEST_1c2afbab-2c15-4c7a-9a49-bb3147ebb670?qlt=65&fmt=webp&hei=350&wid=350","$52.49 - $74.99","Levi's® Women's High-Rise Wedgie Straight Cropped Jeans","Levi's","[object Object]","https://target.scene7.com/is/image/Target/GUEST_65f9d300-afbf-4b77-984a-4fe6e6137a78?cropN=0.35624993%2C0.68541664%2C0.050000075%2C0.050000075&wid=15&hei=15&qlt=80&fmt=webp","https://target.scene7.com/is/image/Target/GUEST_11529cd8-6618-4dad-866d-e7f398cf6303?cropN=0.5%2C0.49%2C0.0625%2C0.0625&sizeN=150%2C150&wid=15&hei=15&qlt=80&fmt=webp","","arrives Thu, May 7","Shipping dates may vary","100+","","","","","",""
"https://www.target.com/p/levi-s-women-s-superlow-loose-jeans/-/A-92690358?preselect=94771293#lnk=sametab","https://target.scene7.com/is/image/Target/GUEST_7b09b60f-7f24-472e-b7a5-d0fb3654fd67?qlt=65&fmt=webp&hei=350&wid=350","$74.99","Levi's® Women's Low-Rise Superlow Loose Jeans","Levi's","[object Object]","https://target.scene7.com/is/image/Target/GUEST_7b6e7598-b0c2-4738-8272-f10cb56531f0?cropN=0.660%2C0.221%2C0.040%2C0.040&size=50%2C50&op_blur=50&wid=15&hei=15&qlt=80&fmt=webp","https://target.scene7.com/is/image/Target/GUEST_a7990e55-d22d-48e7-9c6a-f6691f7fc29e?cropN=0.365%2C0.221%2C0.040%2C0.040&size=50%2C50&op_blur=50&wid=15&hei=15&qlt=80&fmt=webp","https://target.scene7.com/is/image/Target/baseswatch?color=188%2C196%2C205&wid=15&hei=15&qlt=80&fmt=webp","arrives Thu, Apr 30","Shipping dates may vary","","","","","","",""
"https://www.target.com/p/women-s-high-rise-vintage-straight-cropped-jeans-universal-thread-light-wash/-/A-94960967?preselect=94967584#lnk=sametab","https://target.scene7.com/is/image/Target/GUEST_742e0978-4b04-45c1-82c3-d9df6c7adaef?qlt=65&fmt=webp&hei=350&wid=350","$38.00","Women's High-Rise Vintage Straight Cropped Jeans - Universal Thread™ Light Wash","Universal Thread","[object Object]","","","","arrives Thu, Apr 30","Shipping dates may vary","100+","https://target.scene7.com/is/image/Target/GUEST_5bc91ae1-2bbb-434d-9fd1-dc3df5386f78?qlt=65&fmt=webp&hei=350&wid=350","View similar","Only 2 left","at  Sacramento SW","Pickup","ready within 2 hours"
"https://www.target.com/p/women-s-high-rise-90-s-vintage-straight-jeans-universal-thread/-/A-87185655?preselect=86824085#lnk=sametab","https://target.scene7.com/is/image/Target/GUEST_b0a30d8f-6ac6-41f4-b82a-bf380f142a7d?qlt=65&fmt=webp&hei=350&wid=350","$36.00","Women's High-Rise 90's Straight Jeans - Universal Thread™","Universal Thread","[object Object]","https://target.scene7.com/is/image/Target/GUEST_5862275b-b085-40bf-bfca-f3ce679c1ed7?cropN=0.38541663%2C0.40416667%2C0.050000075%2C0.050000075&wid=15&hei=15&qlt=80&fmt=webp","","","arrives Thu, Apr 30","Shipping dates may vary","","https://target.scene7.com/is/image/Target/GUEST_5862275b-b085-40bf-bfca-f3ce679c1ed7?qlt=65&fmt=webp&hei=350&wid=350","View similar","","","",""
"https://www.target.com/p/women-s-low-rise-relaxed-denim-flare-jeans-universal-thread/-/A-94988455?preselect=94975326#lnk=sametab","https://target.scene7.com/is/image/Target/GUEST_8d1e673f-be6e-443b-9f24-f58aa4662b1c?qlt=65&fmt=webp&hei=350&wid=350","$40.00","Women's Low-Rise Relaxed Denim Flare Jeans - Universal Thread™","Universal Thread","","https://target.scene7.com/is/image/Target/GUEST_af22a4e9-bdec-47e4-86c8-0405c81a9006?cropN=0.389%2C0.767%2C0.040%2C0.040&size=50%2C50&op_blur=50&wid=15&hei=15&qlt=80&fmt=webp","https://target.scene7.com/is/image/Target/GUEST_8d1e673f-be6e-443b-9f24-f58aa4662b1c?cropN=0.539%2C0.198%2C0.048%2C0.048&size=50%2C50&op_blur=50&wid=15&hei=15&qlt=80&fmt=webp","","arrives Thu, Apr 30","Shipping dates may vary","","https://target.scene7.com/is/image/Target/GUEST_45190af6-c76c-45d6-a15a-4763481167bf?qlt=65&fmt=webp&hei=350&wid=350","","","","",""
"https://www.target.com/p/women-s-low-rise-baggy-jeans-wild-fable/-/A-94439237?preselect=94804067#lnk=sametab","https://target.scene7.com/is/image/Target/GUEST_143fac3b-7726-4e35-8b50-e65eb425cfc4?qlt=65&fmt=webp&hei=350&wid=350","$32.00","Women's Low-Rise Baggy Jeans - Wild Fable™","Wild Fable","[object Object]","https://target.scene7.com/is/image/Target/GUEST_0953b9a2-926f-4eea-9de6-f54aa5043434?cropN=0.557%2C0.455%2C0.040%2C0.040&size=50%2C50&op_blur=50&wid=15&hei=15&qlt=80&fmt=webp","https://target.scene7.com/is/image/Target/baseswatch?color=82%2C110%2C141&wid=15&hei=15&qlt=80&fmt=webp","https://target.scene7.com/is/image/Target/GUEST_f4034de8-6d80-4856-9694-e8a83544b6b1?cropN=0.411%2C0.807%2C0.040%2C0.040&size=50%2C50&op_blur=50&wid=15&hei=15&qlt=80&fmt=webp","arrives Thu, Apr 30","Shipping dates may vary","1k+","https://target.scene7.com/is/image/Target/GUEST_9efda2d9-6e57-4a4d-9304-2e808cc5f123?qlt=65&fmt=webp&hei=350&wid=350","","Only 2 left","at  Sacramento SW","Pickup","ready within 2 hours"
"https://www.target.com/p/women-s-90-s-mid-rise-relaxed-straight-pull-on-pants-wild-fable/-/A-94591447?preselect=94407946#lnk=sametab","https://target.scene7.com/is/image/Target/GUEST_36c673a4-da50-474b-8aff-f856bdf10a2a?qlt=65&fmt=webp&hei=350&wid=350","$28.00","Women's 90's Mid-Rise Relaxed Straight Jeans - Wild Fable™","Wild Fable","[object Object]","https://target.scene7.com/is/image/Target/baseswatch?color=153%2C173%2C188&wid=15&hei=15&qlt=80&fmt=webp","https://target.scene7.com/is/image/Target/GUEST_2cd5dd3b-02d0-44a8-9435-c1fb72118e34?cropN=0.468%2C0.448%2C0.055%2C0.055&size=50%2C50&op_blur=50&wid=15&hei=15&qlt=80&fmt=webp","","arrives Thu, Apr 30","Shipping dates may vary","1k+","https://target.scene7.com/is/image/Target/GUEST_dab817b1-c600-40ed-915f-31cab07c2389?qlt=65&fmt=webp&hei=350&wid=350","","Only 2 left","at  Sacramento SW","Pickup","ready within 2 hours"
"https://www.target.com/p/women-s-low-rise-flare-babyboot-pants-wild-fable/-/A-94882652?preselect=94861018#lnk=sametab","https://target.scene7.com/is/image/Target/GUEST_82d16e4e-f010-4ac9-b27c-c45980cbd773?qlt=65&fmt=webp&hei=350&wid=350","$32.00","Women's Low-Rise Flare Babyboot Pants - Wild Fable™","Wild Fable","[object Object]","https://target.scene7.com/is/image/Target/GUEST_2d468921-d3e9-4f59-b4ec-573f373ef3a3?cropN=0.608%2C0.826%2C0.040%2C0.040&size=50%2C50&op_blur=50&wid=15&hei=15&qlt=80&fmt=webp","https://target.scene7.com/is/image/Target/baseswatch?color=54%2C76%2C107&wid=15&hei=15&qlt=80&fmt=webp","https://target.scene7.com/is/image/Target/GUEST_1da44a47-047e-4be8-be2a-07784289ad30?cropN=0.515%2C0.612%2C0.048%2C0.048&size=50%2C50&op_blur=50&wid=15&hei=15&qlt=80&fmt=webp","arrives Thu, Apr 30","Shipping dates may vary","2k+","https://target.scene7.com/is/image/Target/GUEST_3a09d8e3-f279-45ff-8075-29bfd7f4cd7e?qlt=65&fmt=webp&hei=350&wid=350","","Only 2 left","at  Sacramento SW","Pickup","ready within 2 hours"
"https://www.target.com/p/women-s-mid-rise-flare-jeans-wild-fable/-/A-94882685?preselect=94861148#lnk=sametab","https://target.scene7.com/is/image/Target/GUEST_c91e3be0-e6ac-4cfa-9170-31080344ae3e?qlt=65&fmt=webp&hei=350&wid=350","$32.00","Women's Mid-Rise Flare Curvy Jeans - Wild Fable™","Wild Fable","[object Object]","https://target.scene7.com/is/image/Target/GUEST_61390694-75d3-4007-89aa-51db0e41696e?cropN=0.468%2C0.793%2C0.040%2C0.040&size=50%2C50&op_blur=50&wid=15&hei=15&qlt=80&fmt=webp","https://target.scene7.com/is/image/Target/GUEST_c91e3be0-e6ac-4cfa-9170-31080344ae3e?cropN=0.538%2C0.451%2C0.040%2C0.040&size=50%2C50&op_blur=50&wid=15&hei=15&qlt=80&fmt=webp","https://target.scene7.com/is/image/Target/baseswatch?color=188%2C206%2C228&wid=15&hei=15&qlt=80&fmt=webp","arrives Thu, Apr 30","Shipping dates may vary","1k+","https://target.scene7.com/is/image/Target/GUEST_3d9735db-f131-4128-8408-4f4eb945e4fb?qlt=65&fmt=webp&hei=350&wid=350","","Only 3 left","at  Sacramento SW","Pickup","ready within 2 hours"
"https://www.target.com/p/levi-s-women-s-725-high-rise-bootcut-jeans/-/A-94837817?preselect=94779589#lnk=sametab","https://target.scene7.com/is/image/Target/GUEST_5f27046d-d151-4704-86f2-68215559bd8c?qlt=65&fmt=webp&hei=350&wid=350","$64.99","Levi's® Women's 725 High-Rise Bootcut Jeans","Levi's","[object Object]","https://target.scene7.com/is/image/Target/GUEST_5f27046d-d151-4704-86f2-68215559bd8c?cropN=0.381%2C0.147%2C0.040%2C0.040&size=50%2C50&op_blur=50&wid=15&hei=15&qlt=80&fmt=webp","https://target.scene7.com/is/image/Target/baseswatch?color=68%2C84%2C100&wid=15&hei=15&qlt=80&fmt=webp","https://target.scene7.com/is/image/Target/GUEST_d2a1042a-383b-41c8-ae05-61e1d7d8e377?cropN=0.33958328%2C0.2708333%2C0.05833328%2C0.05833328&wid=15&hei=15&qlt=80&fmt=webp","arrives Thu, Apr 30","Shipping dates may vary","","https://target.scene7.com/is/image/Target/GUEST_f59eeb45-543a-4a23-bba4-c47eea47a8c9?qlt=65&fmt=webp&hei=350&wid=350","View similar","","","",""
"https://www.target.com/p/women-s-mid-rise-baggy-leg-easy-pull-on-jeans-wild-fable/-/A-95031507?preselect=95025474#lnk=sametab","https://target.scene7.com/is/image/Target/GUEST_0e2eaae3-3d84-435e-973f-fad49aed56e5?qlt=65&fmt=webp&hei=350&wid=350","$35.00","Women's Mid-Rise Baggy Leg Easy Pull-On Jeans - Wild Fable™","Wild Fable","[object Object]","https://target.scene7.com/is/image/Target/GUEST_550fbea4-4860-464a-9991-3f35e4f58ae5?cropN=0.595%2C0.678%2C0.040%2C0.040&size=50%2C50&op_blur=50&wid=15&hei=15&qlt=80&fmt=webp","https://target.scene7.com/is/image/Target/baseswatch?color=61%2C101%2C136&wid=15&hei=15&qlt=80&fmt=webp","","arrives Tue, May 5","Shipping dates may vary","200+","https://target.scene7.com/is/image/Target/GUEST_3eb6d762-34dd-4b26-9067-3a2901d425e7?qlt=65&fmt=webp&hei=350&wid=350","View similar","","","",""
"https://www.target.com/p/women-s-low-rise-baggy-leg-jeans-wild-fable-short-long/-/A-94882613?preselect=94852832#lnk=sametab","https://target.scene7.com/is/image/Target/GUEST_ce611a7d-11f1-483f-a5f1-a829ce5d2229?qlt=65&fmt=webp&hei=350&wid=350","$32.00","Women's Low-Rise Baggy Leg Jeans - Wild Fable™ Short/Long","Wild Fable","[object Object]","https://target.scene7.com/is/image/Target/baseswatch?color=145%2C173%2C196&wid=15&hei=15&qlt=80&fmt=webp","https://target.scene7.com/is/image/Target/baseswatch?color=86%2C115%2C144&wid=15&hei=15&qlt=80&fmt=webp","","arrives Tue, May 5","Shipping dates may vary","","https://target.scene7.com/is/image/Target/GUEST_9643f8b5-0141-482b-bcb9-b5f01ebdc4d6?qlt=65&fmt=webp&hei=350&wid=350","View similar","","","",""
"https://www.target.com/p/women-s-mid-rise-curvy-flare-jeans-wild-fable/-/A-94882684?preselect=94861191#lnk=sametab","https://target.scene7.com/is/image/Target/GUEST_73401536-2a6d-4ebd-9e6f-856ce9344024?qlt=65&fmt=webp&hei=350&wid=350","$32.00","Women's Mid-Rise Curvy Flare Jeans - Wild Fable™","Wild Fable","[object Object]","https://target.scene7.com/is/image/Target/baseswatch?color=54%2C68%2C79&wid=15&hei=15&qlt=80&fmt=webp","https://target.scene7.com/is/image/Target/baseswatch?color=61%2C77%2C102&wid=15&hei=15&qlt=80&fmt=webp","https://target.scene7.com/is/image/Target/GUEST_7e051705-9651-4682-83f3-e672c67b48a6?cropN=0.410%2C0.824%2C0.040%2C0.040&size=50%2C50&op_blur=50&wid=15&hei=15&qlt=80&fmt=webp","arrives Thu, Apr 30","Shipping dates may vary","","https://target.scene7.com/is/image/Target/GUEST_31e40d5c-e86b-4a4e-a036-ca58f6175e8a?qlt=65&fmt=webp&hei=350&wid=350","View similar","","","",""
"https://www.target.com/p/women-s-low-rise-baggy-jeans-wild-fable/-/A-94884649?preselect=94803711#lnk=sametab","https://target.scene7.com/is/image/Target/GUEST_200ab779-5120-4f5c-920c-56920cb42b68?qlt=65&fmt=webp&hei=350&wid=350","$32.00","Women's Low-Rise Loose-Fit Baggy Jeans - Wild Fable™","Wild Fable","[object Object]","https://target.scene7.com/is/image/Target/GUEST_200ab779-5120-4f5c-920c-56920cb42b68?cropN=0.461%2C0.590%2C0.040%2C0.040&size=50%2C50&op_blur=50&wid=15&hei=15&qlt=80&fmt=webp","https://target.scene7.com/is/image/Target/baseswatch?color=58%2C92%2C125&wid=15&hei=15&qlt=80&fmt=webp","https://target.scene7.com/is/image/Target/GUEST_57365fda-46d9-47ed-aba8-d6f40f9ad406?cropN=0.440%2C0.610%2C0.040%2C0.040&size=50%2C50&op_blur=50&wid=15&hei=15&qlt=80&fmt=webp","arrives Thu, May 7","Shipping dates may vary","","https://target.scene7.com/is/image/Target/GUEST_a7f302b2-b712-458a-937b-07b9d7c2acac?qlt=65&fmt=webp&hei=350&wid=350","","","","",""
"https://www.target.com/p/levi-s-women-s-724-high-rise-straight-jeans/-/A-86370039?preselect=94771321#lnk=sametab","https://target.scene7.com/is/image/Target/GUEST_2f68ef81-a1cc-46f7-81e2-1c6960b808e3?qlt=65&fmt=webp&hei=350&wid=350","$64.99","Levi's® Women's 724™ High-Rise Straight Jeans","Levi's","[object Object]","https://target.scene7.com/is/image/Target/GUEST_8c45ab26-ccd1-4adf-ae38-5b162c7b9ee1?wid=15&hei=15&qlt=80&fmt=webp","https://target.scene7.com/is/image/Target/GUEST_c2daae40-b6af-4ce9-b60a-5fc30404a038?cropN=0.55%2C0.48%2C0.1%2C0.1&sizeN=100%2C100&wid=15&hei=15&qlt=80&fmt=webp","https://target.scene7.com/is/image/Target/baseswatch?color=28%2C44%2C68&wid=15&hei=15&qlt=80&fmt=webp","arrives Thu, Apr 30","Shipping dates may vary","","https://target.scene7.com/is/image/Target/GUEST_b6f20706-6b56-49f6-a327-b576ec53bdef?qlt=65&fmt=webp&hei=350&wid=350","","","","",""
"https://www.target.com/p/levi-s-women-s-super-low-rise-bootcut-jeans/-/A-90969993?preselect=94417334#lnk=sametab","https://target.scene7.com/is/image/Target/GUEST_976e2364-a541-4ae2-85b0-0938b5bddbf9?qlt=65&fmt=webp&hei=350&wid=350","$74.99","Levi's® Women's Super-Low Rise Bootcut Jeans","Levi's","[object Object]","https://target.scene7.com/is/image/Target/GUEST_8a1da791-e303-4613-8ea4-588ea36a76c5?cropN=0.41041663%2C0.2770834%2C0.05208336%2C0.05208336&wid=15&hei=15&qlt=80&fmt=webp","https://target.scene7.com/is/image/Target/baseswatch?color=68%2C76%2C92&wid=15&hei=15&qlt=80&fmt=webp","","arrives Tue, May 5","Shipping dates may vary","","https://target.scene7.com/is/image/Target/GUEST_9caf0c24-746a-4beb-ba8b-7d5ddbe95b83?qlt=65&fmt=webp&hei=350&wid=350","","","","",""
"https://www.target.com/p/women-s-low-rise-flare-jeans-wild-fable/-/A-90904725?preselect=90633470#lnk=sametab","https://target.scene7.com/is/image/Target/GUEST_0622875a-49aa-4fcc-9256-92c7a76c9764?qlt=65&fmt=webp&hei=350&wid=350","$28.00","Women's Low-Rise Flare Jeans - Wild Fable™","Wild Fable","[object Object]","https://target.scene7.com/is/image/Target/GUEST_ff838727-d4cd-4c4e-b886-ea7c0c66b0da?cropN=0.58%2C0.48%2C0.0625%2C0.0625&sizeN=150%2C150&wid=15&hei=15&qlt=80&fmt=webp","https://target.scene7.com/is/image/Target/GUEST_d2e12bd1-11a9-437f-84c4-c4681fc734c3?cropN=0.56%2C0.35%2C0.069999844%2C0.069999844&wid=15&hei=15&qlt=80&fmt=webp","","arrives Tue, May 5","Shipping dates may vary","","https://target.scene7.com/is/image/Target/GUEST_da4ef333-9af9-45c0-8e74-3d12ef5854fc?qlt=65&fmt=webp&hei=350&wid=350","","","","",""
"https://www.target.com/p/levi-s-women-s-726-high-rise-flare-jeans/-/A-85994111?preselect=94798655#lnk=sametab","https://target.scene7.com/is/image/Target/GUEST_c6f6c691-1d8e-43a7-9aee-62c7b957fd49?qlt=65&fmt=webp&hei=350&wid=350","$59.99 - $64.99","Levi's® Women's 726™ High-Rise Flare Jeans","Levi's","[object Object]","https://target.scene7.com/is/image/Target/GUEST_bb5104b0-97f0-4241-8d92-7a33c2eb792d?wid=15&hei=15&qlt=80&fmt=webp","","","arrives Thu, May 7","Shipping dates may vary","","https://target.scene7.com/is/image/Target/GUEST_ddc9a995-aec3-41ec-b2b3-701a311ec155?qlt=65&fmt=webp&hei=350&wid=350","","","","",""
"https://www.target.com/p/women-s-mid-rise-barrel-leg-jeans-wild-fable/-/A-94882645?preselect=94860968#lnk=sametab","https://target.scene7.com/is/image/Target/GUEST_d9283720-e872-4d4e-89a4-d21f3c664b52?qlt=65&fmt=webp&hei=350&wid=350","$30.00","Women's Mid-Rise Barrel Leg Jeans - Wild Fable™","Wild Fable","","","","","arrives Thu, Apr 30","Shipping dates may vary","","https://target.scene7.com/is/image/Target/GUEST_02ae3172-3de4-4bf0-b31e-1b0939f998a7?qlt=65&fmt=webp&hei=350&wid=350","","","","",""
"https://www.target.com/p/women-s-low-rise-baggy-curvy-jeans-wild-fable/-/A-94822296?preselect=94822436#lnk=sametab","https://target.scene7.com/is/image/Target/GUEST_de1c41df-75e9-4fea-8b2b-56844e517d62?qlt=65&fmt=webp&hei=350&wid=350","$32.00","Women's Low-Rise Baggy Curvy Jeans - Wild Fable™","Wild Fable","[object Object]","https://target.scene7.com/is/image/Target/GUEST_0953b9a2-926f-4eea-9de6-f54aa5043434?cropN=0.557%2C0.455%2C0.040%2C0.040&size=50%2C50&op_blur=50&wid=15&hei=15&qlt=80&fmt=webp","https://target.scene7.com/is/image/Target/baseswatch?color=75%2C96%2C121&wid=15&hei=15&qlt=80&fmt=webp","","arrives Thu, Apr 30","Shipping dates may vary","","https://target.scene7.com/is/image/Target/GUEST_5c477d5f-afc3-4770-98de-d9612667a8d6?qlt=65&fmt=webp&hei=350&wid=350","","","","",""
"https://www.target.com/p/kbb-by-kahlana-women-s-mid-rise-wide-leg-the-kahlana-jean-dark-wash/-/A-94680227?preselect=94660314#lnk=sametab","https://target.scene7.com/is/image/Target/GUEST_33fd6b0e-dc52-44b7-9d8c-62bfe02b717d?qlt=65&fmt=webp&hei=350&wid=350","$45.00","KBB by KAHLANA Women's Mid-Rise Wide Leg 'The Kahlana Jean' - Dark Wash","KBB by Kahlana","[object Object]","","","","arrives Sat, May 2","Shipping dates may vary","","https://target.scene7.com/is/image/Target/GUEST_11ad46ef-c8eb-49da-9852-9e85580edf70?qlt=65&fmt=webp&hei=350&wid=350","","","","",""
