"styles_ndsLink__GUaai href","styles_pictureLazy__1fLzp src","styles_styledBodyMdText__lJVEV","styles_ndsTruncate__0rtO0","styles_ndsLink__GUaai","styles_ratingsAndReviews__B6_gt href","styles_pictureLazy__1fLzp src 2","styles_pictureLazy__1fLzp src 3","styles_pictureLazy__1fLzp src 4","h-text-greenDark","h-text-grayDark","h-text-bold 2","styles_pictureLazy__1fLzp src 6","styles_btn__1hjpW 2","h-text-orangeDark","h-margin-v-tiny","h-text-bold 3","h-text-greenDark 2"
"https://www.target.com/p/kbb-by-kahlana-women-s-mid-rise-barrel-leg-the-lynnox-jean-dark-wash/-/A-94680226?preselect=94893062#lnk=sametab","https://target.scene7.com/is/image/Target/GUEST_adac1357-2c0f-467a-b005-f895a6371c5e?qlt=65&fmt=webp&hei=350&wid=350","$45.00 - $55.00","KBB by KAHLANA Women's Mid-Rise Barrel Leg 'The Lynnox Jean'","KBB by Kahlana","[object Object]","https://target.scene7.com/is/image/Target/GUEST_e83f047b-448a-43ae-8c4f-144857a299ed?cropN=0.41249993%2C0.39375%2C0.05%2C0.05&wid=15&hei=15&qlt=80&fmt=webp","https://target.scene7.com/is/image/Target/GUEST_732d7305-8e78-444c-bf6c-e1e19ff72f6b?cropN=0.40208328%2C0.72916657%2C0.029166717%2C0.029166717&wid=15&hei=15&qlt=80&fmt=webp","","arrives Thu, Apr 30","Shipping dates may vary","200+","https://target.scene7.com/is/image/Target/GUEST_cefe26cd-1e3d-4a78-8aba-c786ffd074da?qlt=65&fmt=webp&hei=350&wid=350","","","","",""
"https://www.target.com/p/kbb-by-kahlana-women-s-barrel-leg-the-paper-bag-jean/-/A-94908565?preselect=94893500#lnk=sametab","https://target.scene7.com/is/image/Target/GUEST_c8bec096-2fa7-4501-a432-b57a2423f347?qlt=65&fmt=webp&hei=350&wid=350","$55.00","KBB by KAHLANA Women's Barrel Leg 'The Paper Bag Jean'","KBB by Kahlana","[object Object]","https://target.scene7.com/is/image/Target/GUEST_c8bec096-2fa7-4501-a432-b57a2423f347?cropN=0.5604167%2C0.75%2C0.03541664%2C0.03541664&wid=15&hei=15&qlt=80&fmt=webp","","","arrives Thu, Apr 30","Shipping dates may vary","200+","https://target.scene7.com/is/image/Target/GUEST_d49f605f-ca1b-4ba0-a97d-bf613daf9e57?qlt=65&fmt=webp&hei=350&wid=350","","Only 2 left","at  Rancho Cordova","Delivery","as soon as 6pm"
"https://www.target.com/p/kbb-by-kahlana-women-s-mid-rise-barrel-leg-the-kahlana-jean-light-pink/-/A-95278346?preselect=94892988#lnk=sametab","https://target.scene7.com/is/image/Target/GUEST_d8d3f664-47ba-4e27-ac42-8e5d242c8e91?qlt=65&fmt=webp&hei=350&wid=350","$42.50","KBB by KAHLANA Women's Mid-Rise Barrel Leg 'The Kahlana Jean' - Light Pink","KBB by Kahlana","[object Object]","","","","arrives Thu, Apr 30","Shipping dates may vary","100+","","","","","",""
"https://www.target.com/p/kbb-by-kahlana-women-s-low-rise-wide-leg-the-rachel-jean-black-wash/-/A-94680692?preselect=94660379#lnk=sametab","https://target.scene7.com/is/image/Target/GUEST_caa79136-f210-49f5-afb2-ef40cd0a1a7b?qlt=65&fmt=webp&hei=350&wid=350","$50.00","KBB by KAHLANA Women's Low-Rise Wide Leg 'The Rachel Jean' - Black Wash","KBB by Kahlana","[object Object]","","","","arrives Thu, Apr 30","Shipping dates may vary","","https://target.scene7.com/is/image/Target/GUEST_55837085-3407-444a-b319-8158cb8c0b37?qlt=65&fmt=webp&hei=350&wid=350","","","","",""
"https://www.target.com/p/women-s-mid-rise-barrel-jeans-wild-fable/-/A-94438803?preselect=94407041#lnk=sametab","https://target.scene7.com/is/image/Target/GUEST_b2a325b8-fbad-40d1-9f4d-62f71f6f3535?qlt=65&fmt=webp&hei=350&wid=350","$19.50","Women's Mid-Rise Barrel Jeans - Wild Fable™","Wild Fable","[object Object]","https://target.scene7.com/is/image/Target/GUEST_6ee42bd3-38d7-47c5-951b-47716d0006f4?cropN=0.431%2C0.603%2C0.040%2C0.040&size=50%2C50&op_blur=50&wid=15&hei=15&qlt=80&fmt=webp","https://target.scene7.com/is/image/Target/GUEST_b2a325b8-fbad-40d1-9f4d-62f71f6f3535?cropN=0.588%2C0.518%2C0.040%2C0.040&size=50%2C50&op_blur=50&wid=15&hei=15&qlt=80&fmt=webp","","arrives Tue, May 5","Shipping dates may vary","400+","https://target.scene7.com/is/image/Target/GUEST_f9b13265-776e-404e-b057-043946913351?qlt=65&fmt=webp&hei=350&wid=350","View similar","","","",""
"https://www.target.com/p/women-s-high-rise-skinny-jeans-ava-viv/-/A-87279140?preselect=87220178#lnk=sametab","https://target.scene7.com/is/image/Target/GUEST_92cff874-95c9-42ed-92e1-f3543d94da8c?qlt=65&fmt=webp&hei=350&wid=350","$30.00","Women's High-Rise Skinny Jeans - Ava & Viv™","Ava & Viv","[object Object]","https://target.scene7.com/is/image/Target/GUEST_715131de-a903-4a85-812c-da2117d10937?cropN=0.59%2C0.36%2C0.0625%2C0.0625&sizeN=150%2C150&wid=15&hei=15&qlt=80&fmt=webp","https://target.scene7.com/is/image/Target/GUEST_bdf9f36d-ba49-4a95-9729-4110dd3ba467?cropN=0.4%2C0.23%2C0.0625%2C0.0625&sizeN=150%2C150&wid=15&hei=15&qlt=80&fmt=webp","https://target.scene7.com/is/image/Target/GUEST_92cff874-95c9-42ed-92e1-f3543d94da8c?cropN=0.43%2C0.58%2C0.0625%2C0.0625&sizeN=150%2C150&wid=15&hei=15&qlt=80&fmt=webp","arrives Thu, Apr 30","Shipping dates may vary","900+","https://target.scene7.com/is/image/Target/GUEST_c27e5af9-4207-4c99-baae-3a8224ab4158?qlt=65&fmt=webp&hei=350&wid=350","View similar","","","",""
"https://www.target.com/p/women-s-high-rise-straight-leg-jeans-ava-viv-rose-print/-/A-94799326?preselect=94799346#lnk=sametab","https://target.scene7.com/is/image/Target/GUEST_815c24d7-c6a6-4dd6-95a1-745c18aa865d?qlt=65&fmt=webp&hei=350&wid=350","$28.00","Women's High-Rise Straight Leg Jeans - Ava & Viv™ Rose Print","Ava & Viv","[object Object]","","","","arrives Thu, Apr 30","Shipping dates may vary","","https://target.scene7.com/is/image/Target/GUEST_c20ed84b-6b63-4061-b01e-859f79c521cb?qlt=65&fmt=webp&hei=350&wid=350","View similar","","","",""
"https://www.target.com/p/women-s-high-rise-vintage-flare-jeans-ava-viv/-/A-94884541?preselect=94820321#lnk=sametab","https://target.scene7.com/is/image/Target/GUEST_4d787009-1842-4d71-9993-3009c9d2c4a6?qlt=65&fmt=webp&hei=350&wid=350","$40.00","Women's High-Rise Vintage Flare Jeans - Ava & Viv™","Ava & Viv","[object Object]","","","","arrives Thu, Apr 30","Shipping dates may vary","300+","https://target.scene7.com/is/image/Target/GUEST_8107893e-208a-4f49-a6c7-aefb77d6e931?qlt=65&fmt=webp&hei=350&wid=350","View similar","","","",""
"https://www.target.com/p/women-s-high-rise-wide-leg-jeans-ava-viv/-/A-94483554?preselect=94466221#lnk=sametab","https://target.scene7.com/is/image/Target/GUEST_9c1309cf-6b4f-42fb-aedc-b9c35ba1119d?qlt=65&fmt=webp&hei=350&wid=350","$36.00","Women's High-Rise Wide Leg Jeans - Ava & Viv™","Ava & Viv","[object Object]","https://target.scene7.com/is/image/Target/GUEST_fa5e468a-505b-4ba0-9c5b-4647fb0a7bf0?cropN=0.37291664%2C0.27500007%2C0.05%2C0.05&wid=15&hei=15&qlt=80&fmt=webp","https://target.scene7.com/is/image/Target/GUEST_dcf8c8a6-aa89-4fe6-a693-3770410679e4?cropN=0.40208337%2C0.62083334%2C0.05%2C0.05&wid=15&hei=15&qlt=80&fmt=webp","","arrives Thu, Apr 30","Shipping dates may vary","500+","https://target.scene7.com/is/image/Target/GUEST_dcf8c8a6-aa89-4fe6-a693-3770410679e4?qlt=65&fmt=webp&hei=350&wid=350","","","","",""
"https://www.target.com/p/women-s-high-rise-tie-front-straight-leg-beach-jeans-ava-viv-light-wash/-/A-94891687?preselect=94825965#lnk=sametab","https://target.scene7.com/is/image/Target/GUEST_09863faf-5fa3-45f6-9513-75841d1be939?qlt=65&fmt=webp&hei=350&wid=350","$40.00","Women's High-Rise Tie-Front Straight Leg Beach Jeans - Ava & Viv™ Light Wash","Ava & Viv","[object Object]","","","","arrives Thu, Apr 30","Shipping dates may vary","500+","https://target.scene7.com/is/image/Target/GUEST_6f28db35-fdcb-4d0d-b91b-1aeb37c0e959?qlt=65&fmt=webp&hei=350&wid=350","","","","",""
"https://www.target.com/p/women-s-high-rise-comfort-stretch-straight-leg-jeans-ava-viv-blue-denim-floral/-/A-94948032?preselect=94930143#lnk=sametab","https://target.scene7.com/is/image/Target/GUEST_3909060c-06a2-4200-88d2-3b5014d7a756?qlt=65&fmt=webp&hei=350&wid=350","$42.00","Women's High-Rise Comfort Stretch Straight Leg Jeans - Ava & Viv™ Blue Denim Floral","Ava & Viv","[object Object]","","","","arrives Thu, Apr 30","Shipping dates may vary","","https://target.scene7.com/is/image/Target/GUEST_5b9d60b8-788a-4ffa-ac8c-68391e739b2c?qlt=65&fmt=webp&hei=350&wid=350","","","","",""
"https://www.target.com/p/women-s-high-rise-straight-leg-jeans-ava-viv/-/A-94484275?preselect=94466266#lnk=sametab","https://target.scene7.com/is/image/Target/GUEST_9b00bca6-2b0a-4d6f-b1a3-ea33dcbaf7b1?qlt=65&fmt=webp&hei=350&wid=350","$36.00","Women's High-Rise Straight Leg Jeans - Ava & Viv™","Ava & Viv","[object Object]","https://target.scene7.com/is/image/Target/GUEST_cee6f1cc-795d-4c90-93b1-fc1526ef08ed?cropN=0.54375%2C0.25%2C0.10625%2C0.10625&wid=15&hei=15&qlt=80&fmt=webp","https://target.scene7.com/is/image/Target/GUEST_b267816e-a1a6-48d9-b2b0-5a6d1f56a07d?cropN=0.5645833%2C0.2875%2C0.047916718%2C0.047916718&wid=15&hei=15&qlt=80&fmt=webp","https://target.scene7.com/is/image/Target/GUEST_9b00bca6-2b0a-4d6f-b1a3-ea33dcbaf7b1?cropN=0.575%2C0.3625%2C0.08333328%2C0.08333328&wid=15&hei=15&qlt=80&fmt=webp","arrives Thu, Apr 30","Shipping dates may vary","400+","https://target.scene7.com/is/image/Target/GUEST_af11b13b-b7bf-4f03-bbf7-b4f86ee9e295?qlt=65&fmt=webp&hei=350&wid=350","","","","",""
"https://www.target.com/p/women-s-high-rise-tailored-cropped-wide-leg-jeans-ava-viv-medium-wash/-/A-94891661?preselect=94825947#lnk=sametab","https://target.scene7.com/is/image/Target/GUEST_41281285-076c-4f56-874a-fb3363aa81bf?qlt=65&fmt=webp&hei=350&wid=350","$40.00","Women's High-Rise Tailored Cropped Wide Leg Jeans - Ava & Viv™ Medium Wash","Ava & Viv","[object Object]","","","","arrives Thu, Apr 30","Shipping dates may vary","100+","https://target.scene7.com/is/image/Target/GUEST_15e7487d-2e0c-4601-8781-f7ae29e56c11?qlt=65&fmt=webp&hei=350&wid=350","","","","",""
"https://www.target.com/p/women-s-baggy-pull-on-cargo-pants-ava-viv-blue-denim/-/A-94783762?preselect=94783799#lnk=sametab","https://target.scene7.com/is/image/Target/GUEST_4ff9eeef-bd6c-4075-b570-ad136e4e0c7f?qlt=65&fmt=webp&hei=350&wid=350","$40.00","Women's Baggy Pull-On Cargo Pants - Ava & Viv™ Blue Denim","Ava & Viv","[object Object]","","","","arrives Thu, Apr 30","Shipping dates may vary","100+","https://target.scene7.com/is/image/Target/GUEST_0fe27eb7-da5b-4c3d-bc47-bf7ab4d2226d?qlt=65&fmt=webp&hei=350&wid=350","","","","",""
"https://www.target.com/p/women-s-high-rise-kick-flare-jeans-ava-viv-vintage-light-wash/-/A-94945209?preselect=94825957#lnk=sametab","https://target.scene7.com/is/image/Target/GUEST_d383ad6d-cacf-47c0-89de-09f8e72af015?qlt=65&fmt=webp&hei=350&wid=350","$40.00","Women's High-Rise Kick Flare Jeans - Ava & Viv™ Vintage Light Wash","Ava & Viv","[object Object]","","","","arrives Thu, Apr 30","Shipping dates may vary","100+","https://target.scene7.com/is/image/Target/GUEST_c33dd968-9d5c-4210-9957-022d9c69d012?qlt=65&fmt=webp&hei=350&wid=350","","","","",""
"https://www.target.com/p/women-s-straight-leg-embellished-jeans-ava-viv-medium-wash/-/A-94794856?preselect=94764237#lnk=sametab","https://target.scene7.com/is/image/Target/GUEST_70db0d97-0ff4-4e18-b035-3bde61445468?qlt=65&fmt=webp&hei=350&wid=350","$22.50","Women's Straight Leg Embellished Jeans - Ava & Viv™ Medium Wash","Ava & Viv","[object Object]","","","","arrives Thu, Apr 30","Shipping dates may vary","","https://target.scene7.com/is/image/Target/GUEST_6559032a-f8e1-4180-b280-be30482bc30c?qlt=65&fmt=webp&hei=350&wid=350","","","","",""
"https://www.target.com/p/women-s-high-rise-straight-leg-jeans-ava-viv-blue-pinstripe/-/A-94817712?preselect=94820259#lnk=sametab","https://target.scene7.com/is/image/Target/GUEST_71bbf6dc-75e2-4f65-ad6d-5f24d7f8d54c?qlt=65&fmt=webp&hei=350&wid=350","$40.00","Women's High-Rise Straight Leg Jeans - Ava & Viv™ Blue Pinstripe","Ava & Viv","[object Object]","","","","arrives Thu, Apr 30","Shipping dates may vary","100+","","","Only 1 left","at  Rancho Cordova","Delivery","as soon as 6pm"
"https://www.target.com/p/women-s-mid-rise-boyfriend-jeans-ava-viv-medium-wash/-/A-94818719?preselect=94820339#lnk=sametab","https://target.scene7.com/is/image/Target/GUEST_5c6a3fc5-4920-4a43-a038-96721acafc39?qlt=65&fmt=webp&hei=350&wid=350","$40.00","Women's Mid-Rise Boyfriend Jeans - Ava & Viv™ Medium Wash","Ava & Viv","[object Object]","","","","arrives Thu, Apr 30","Shipping dates may vary","","","","","","",""
"https://www.target.com/p/women-s-mid-rise-boyfriend-jeans-ava-viv-blue-pinstripe/-/A-95061696?preselect=94930083#lnk=sametab","https://target.scene7.com/is/image/Target/GUEST_695210c3-3a87-4d0a-8a9a-35ae2d36bd34?qlt=65&fmt=webp&hei=350&wid=350","$42.00","Women's Mid-Rise Boyfriend Jeans - Ava & Viv™ Blue Pinstripe","Ava & Viv","","","","","arrives Thu, Apr 30","Shipping dates may vary","","","","","","",""
"https://www.target.com/p/women-s-high-rise-wide-leg-jeans-ava-viv/-/A-94483554?preselect=94466221#lnk=sametab","https://target.scene7.com/is/image/Target/GUEST_9c1309cf-6b4f-42fb-aedc-b9c35ba1119d?qlt=65&fmt=webp&hei=350&wid=350","$36.00","Women's High-Rise Wide Leg Jeans - Ava & Viv™","Ava & Viv","[object Object]","https://target.scene7.com/is/image/Target/GUEST_fa5e468a-505b-4ba0-9c5b-4647fb0a7bf0?cropN=0.37291664%2C0.27500007%2C0.05%2C0.05&wid=15&hei=15&qlt=80&fmt=webp","https://target.scene7.com/is/image/Target/GUEST_dcf8c8a6-aa89-4fe6-a693-3770410679e4?cropN=0.40208337%2C0.62083334%2C0.05%2C0.05&wid=15&hei=15&qlt=80&fmt=webp","","arrives Thu, Apr 30","Shipping dates may vary","500+","https://target.scene7.com/is/image/Target/GUEST_dcf8c8a6-aa89-4fe6-a693-3770410679e4?qlt=65&fmt=webp&hei=350&wid=350","View similar","","","",""
"https://www.target.com/p/women-s-high-rise-tie-front-straight-leg-beach-jeans-ava-viv-light-wash/-/A-94891687?preselect=94825965#lnk=sametab","https://target.scene7.com/is/image/Target/GUEST_09863faf-5fa3-45f6-9513-75841d1be939?qlt=65&fmt=webp&hei=350&wid=350","$40.00","Women's High-Rise Tie-Front Straight Leg Beach Jeans - Ava & Viv™ Light Wash","Ava & Viv","[object Object]","","","","arrives Thu, Apr 30","Shipping dates may vary","500+","https://target.scene7.com/is/image/Target/GUEST_6f28db35-fdcb-4d0d-b91b-1aeb37c0e959?qlt=65&fmt=webp&hei=350&wid=350","View similar","","","",""
"https://www.target.com/p/women-s-high-rise-comfort-stretch-straight-leg-jeans-ava-viv-blue-denim-floral/-/A-94948032?preselect=94930143#lnk=sametab","https://target.scene7.com/is/image/Target/GUEST_3909060c-06a2-4200-88d2-3b5014d7a756?qlt=65&fmt=webp&hei=350&wid=350","$42.00","Women's High-Rise Comfort Stretch Straight Leg Jeans - Ava & Viv™ Blue Denim Floral","Ava & Viv","[object Object]","","","","arrives Thu, Apr 30","Shipping dates may vary","","https://target.scene7.com/is/image/Target/GUEST_5b9d60b8-788a-4ffa-ac8c-68391e739b2c?qlt=65&fmt=webp&hei=350&wid=350","View similar","","","",""
"https://www.target.com/p/women-s-high-rise-straight-leg-jeans-ava-viv/-/A-94484275?preselect=94466266#lnk=sametab","https://target.scene7.com/is/image/Target/GUEST_9b00bca6-2b0a-4d6f-b1a3-ea33dcbaf7b1?qlt=65&fmt=webp&hei=350&wid=350","$36.00","Women's High-Rise Straight Leg Jeans - Ava & Viv™","Ava & Viv","[object Object]","https://target.scene7.com/is/image/Target/GUEST_cee6f1cc-795d-4c90-93b1-fc1526ef08ed?cropN=0.54375%2C0.25%2C0.10625%2C0.10625&wid=15&hei=15&qlt=80&fmt=webp","https://target.scene7.com/is/image/Target/GUEST_b267816e-a1a6-48d9-b2b0-5a6d1f56a07d?cropN=0.5645833%2C0.2875%2C0.047916718%2C0.047916718&wid=15&hei=15&qlt=80&fmt=webp","https://target.scene7.com/is/image/Target/GUEST_9b00bca6-2b0a-4d6f-b1a3-ea33dcbaf7b1?cropN=0.575%2C0.3625%2C0.08333328%2C0.08333328&wid=15&hei=15&qlt=80&fmt=webp","arrives Thu, Apr 30","Shipping dates may vary","400+","https://target.scene7.com/is/image/Target/GUEST_af11b13b-b7bf-4f03-bbf7-b4f86ee9e295?qlt=65&fmt=webp&hei=350&wid=350","View similar","","","",""
"https://www.target.com/p/women-s-high-rise-tailored-cropped-wide-leg-jeans-ava-viv-medium-wash/-/A-94891661?preselect=94825947#lnk=sametab","https://target.scene7.com/is/image/Target/GUEST_41281285-076c-4f56-874a-fb3363aa81bf?qlt=65&fmt=webp&hei=350&wid=350","$40.00","Women's High-Rise Tailored Cropped Wide Leg Jeans - Ava & Viv™ Medium Wash","Ava & Viv","[object Object]","","","","arrives Thu, Apr 30","Shipping dates may vary","100+","https://target.scene7.com/is/image/Target/GUEST_15e7487d-2e0c-4601-8781-f7ae29e56c11?qlt=65&fmt=webp&hei=350&wid=350","View similar","","","",""
"https://www.target.com/p/women-s-baggy-pull-on-cargo-pants-ava-viv-blue-denim/-/A-94783762?preselect=94783799#lnk=sametab","https://target.scene7.com/is/image/Target/GUEST_4ff9eeef-bd6c-4075-b570-ad136e4e0c7f?qlt=65&fmt=webp&hei=350&wid=350","$40.00","Women's Baggy Pull-On Cargo Pants - Ava & Viv™ Blue Denim","Ava & Viv","[object Object]","","","","arrives Thu, Apr 30","Shipping dates may vary","100+","https://target.scene7.com/is/image/Target/GUEST_0fe27eb7-da5b-4c3d-bc47-bf7ab4d2226d?qlt=65&fmt=webp&hei=350&wid=350","View similar","","","",""
"https://www.target.com/p/women-s-high-rise-kick-flare-jeans-ava-viv-vintage-light-wash/-/A-94945209?preselect=94825957#lnk=sametab","https://target.scene7.com/is/image/Target/GUEST_d383ad6d-cacf-47c0-89de-09f8e72af015?qlt=65&fmt=webp&hei=350&wid=350","$40.00","Women's High-Rise Kick Flare Jeans - Ava & Viv™ Vintage Light Wash","Ava & Viv","[object Object]","","","","arrives Thu, Apr 30","Shipping dates may vary","100+","https://target.scene7.com/is/image/Target/GUEST_c33dd968-9d5c-4210-9957-022d9c69d012?qlt=65&fmt=webp&hei=350&wid=350","View similar","","","",""
"https://www.target.com/p/women-s-straight-leg-embellished-jeans-ava-viv-medium-wash/-/A-94794856?preselect=94764237#lnk=sametab","https://target.scene7.com/is/image/Target/GUEST_70db0d97-0ff4-4e18-b035-3bde61445468?qlt=65&fmt=webp&hei=350&wid=350","$22.50","Women's Straight Leg Embellished Jeans - Ava & Viv™ Medium Wash","Ava & Viv","[object Object]","","","","arrives Thu, Apr 30","Shipping dates may vary","","https://target.scene7.com/is/image/Target/GUEST_6559032a-f8e1-4180-b280-be30482bc30c?qlt=65&fmt=webp&hei=350&wid=350","View similar","","","",""
"https://www.target.com/p/women-s-high-rise-straight-leg-jeans-ava-viv-blue-pinstripe/-/A-94817712?preselect=94820259#lnk=sametab","https://target.scene7.com/is/image/Target/GUEST_71bbf6dc-75e2-4f65-ad6d-5f24d7f8d54c?qlt=65&fmt=webp&hei=350&wid=350","$40.00","Women's High-Rise Straight Leg Jeans - Ava & Viv™ Blue Pinstripe","Ava & Viv","[object Object]","","","","arrives Thu, Apr 30","Shipping dates may vary","100+","https://target.scene7.com/is/image/Target/GUEST_654c57de-3c3b-4c9f-8b25-724e4a230a80?qlt=65&fmt=webp&hei=350&wid=350","View similar","Only 1 left","at  Rancho Cordova","Delivery","as soon as 6pm"
"https://www.target.com/p/women-s-mid-rise-boyfriend-jeans-ava-viv-medium-wash/-/A-94818719?preselect=94820339#lnk=sametab","https://target.scene7.com/is/image/Target/GUEST_5c6a3fc5-4920-4a43-a038-96721acafc39?qlt=65&fmt=webp&hei=350&wid=350","$40.00","Women's Mid-Rise Boyfriend Jeans - Ava & Viv™ Medium Wash","Ava & Viv","[object Object]","","","","arrives Thu, Apr 30","Shipping dates may vary","","https://target.scene7.com/is/image/Target/GUEST_5294db0d-3379-4f5f-8a11-e70accef09a3?qlt=65&fmt=webp&hei=350&wid=350","View similar","","","",""
"https://www.target.com/p/women-s-mid-rise-boyfriend-jeans-ava-viv-blue-pinstripe/-/A-95061696?preselect=94930083#lnk=sametab","https://target.scene7.com/is/image/Target/GUEST_695210c3-3a87-4d0a-8a9a-35ae2d36bd34?qlt=65&fmt=webp&hei=350&wid=350","$42.00","Women's Mid-Rise Boyfriend Jeans - Ava & Viv™ Blue Pinstripe","Ava & Viv","","","","","arrives Thu, Apr 30","Shipping dates may vary","","https://target.scene7.com/is/image/Target/GUEST_4906f4c0-3f29-4019-88ec-c15985b931f7?qlt=65&fmt=webp&hei=350&wid=350","View similar","","","",""