"plp_product-image href","plp_product-card__image src","plp_zoom-image src","plp_zoom-image src 2","plp_product-image__video src","plp_zoom-image src 3","plp_zoom-image src 4","plp_zoom-image src 5","plp_zoom-image src 6","plp_zoom-image src 7","badgeOverlayWrapper src","fds__card-copy","fds__core-web-price-small","fds__merchandising-marketing-flag","plp_zoom-image src 8","fds__core-web-original-price","fds__core-web-price-percent-off","fds__card-overflow-link","fds__card-overflow-link href","badgeOverlayWrapper"
"https://oldnavy.gap.com/browse/product.do?pid=901158002&vid=1&pcid=85729&cid=85729&nav=meganav%3AWomen%3AShop+Women%27s+Categories%3AJeans","https://www1.assets-gap.com/webcontent/0062/125/044/cn62125044.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0062/125/107/cn62125107.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0062/125/098/cn62125098.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0062/331/885/cn62331885.mp4","https://www1.assets-gap.com/webcontent/0062/125/131/cn62125131.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0062/069/093/cn62069093.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0062/066/735/cn62066735.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0062/069/074/cn62069074.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0062/348/088/cn62348088.jpg?q=h&w=768","https://digitalassets.gapinc.com/AssetLink/8p7bt4dyb52mqb0442ua2741b2d238w8.svg?TP=NAV/","Old Navy x Christopher John Rogers High-Waisted Barrel Jeans","$69.99","Hi, I'm New","","","","","",""
"https://oldnavy.gap.com/browse/product.do?pid=732591002&vid=1&pcid=85729&cid=85729&nav=meganav%3AWomen%3AShop+Women%27s+Categories%3AJeans","https://www1.assets-gap.com/webcontent/0055/940/355/cn55940355.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0055/939/957/cn55939957.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0055/939/966/cn55939966.jpg?q=h&w=768","","https://www1.assets-gap.com/webcontent/0053/528/435/cn53528435.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0055/939/969/cn55939969.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0055/939/981/cn55939981.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0055/939/983/cn55939983.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0055/939/999/cn55939999.jpg?q=h&w=768","https://digitalassets.gapinc.com/AssetLink/4eja5y48532xxtcc2njvhsw504ca5b27.svg?TP=NAV/","Mid-Rise Wow Boyfriend Straight Jeans","$28.00","Card Exclusive! $22.40 with Code VIP","https://www1.assets-gap.com/webcontent/0060/203/775/cn60203775.jpg?q=h&w=768","$36.99","24% Off","","",""
"https://oldnavy.gap.com/browse/product.do?pid=734874002&vid=1&pcid=85729&cid=85729&nav=meganav%3AWomen%3AShop+Women%27s+Categories%3AJeans","https://www1.assets-gap.com/webcontent/0055/891/769/cn55891769.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0055/879/324/cn55879324.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0055/879/332/cn55879332.jpg?q=h&w=768","","https://www1.assets-gap.com/webcontent/0056/164/476/cn56164476.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0055/997/279/cn55997279.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0061/564/187/cn61564187.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0055/879/385/cn55879385.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0055/879/366/cn55879366.jpg?q=h&w=768","https://digitalassets.gapinc.com/AssetLink/4eja5y48532xxtcc2njvhsw504ca5b27.svg?TP=NAV/","High-Waisted Wow Straight Ankle Jeans","$24.00","Card Exclusive! $19.20 with Code VIP","https://www1.assets-gap.com/webcontent/0062/322/585/cn62322585.jpg?q=h&w=768","$34.99","31% Off","","",""
"https://oldnavy.gap.com/browse/product.do?pid=901143002&vid=1&pcid=85729&cid=85729&nav=meganav%3AWomen%3AShop+Women%27s+Categories%3AJeans","https://www1.assets-gap.com/webcontent/0062/109/298/cn62109298.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0062/109/592/cn62109592.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0062/109/593/cn62109593.jpg?q=h&w=768","","https://www1.assets-gap.com/webcontent/0062/109/624/cn62109624.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0062/069/099/cn62069099.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0062/069/105/cn62069105.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0062/069/073/cn62069073.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0062/348/164/cn62348164.jpg?q=h&w=768","https://digitalassets.gapinc.com/AssetLink/8p7bt4dyb52mqb0442ua2741b2d238w8.svg?TP=NAV/","Old Navy x Christopher John Rogers Mid-Rise Baggy Wide-Leg Jeans","$64.99","Hi, I'm New","","","","","",""
"https://oldnavy.gap.com/browse/product.do?pid=894168002&vid=1&pcid=85729&cid=85729&nav=meganav%3AWomen%3AShop+Women%27s+Categories%3AJeans","https://www1.assets-gap.com/webcontent/0061/906/400/cn61906400.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0061/906/398/cn61906398.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0061/906/381/cn61906381.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0062/309/043/cn62309043.mp4","https://www1.assets-gap.com/webcontent/0061/906/393/cn61906393.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0062/177/585/cn62177585.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0062/177/583/cn62177583.jpg?q=h&w=768","","","","High-Waisted Drapey Wide-Leg Jeans","$54.99","Hi, I'm New","","","","+8","https://oldnavy.gap.com/browse/product.do?pid=894168002&vid=1&pcid=85729&cid=85729&nav=meganav%3AWomen%3AShop+Women%27s+Categories%3AJeans",""
"https://oldnavy.gap.com/browse/product.do?pid=732609002&vid=1&pcid=85729&cid=85729&nav=meganav%3AWomen%3AShop+Women%27s+Categories%3AJeans","https://www1.assets-gap.com/webcontent/0056/321/687/cn56321687.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0056/321/769/cn56321769.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0056/321/780/cn56321780.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0056/576/124/cn56576124.mp4","https://www1.assets-gap.com/webcontent/0055/854/251/cn55854251.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0055/854/275/cn55854275.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0055/851/663/cn55851663.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0055/851/687/cn55851687.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0062/324/680/cn62324680.jpg?q=h&w=768","https://digitalassets.gapinc.com/AssetLink/4eja5y48532xxtcc2njvhsw504ca5b27.svg?TP=NAV/","High-Waisted Wow Wide-Leg Jeans","$28.00","Card Exclusive! $22.40 with Code VIP","","$34.99","20% Off","","",""
"https://oldnavy.gap.com/browse/product.do?pid=788103002&vid=1&pcid=85729&cid=85729&nav=meganav%3AWomen%3AShop+Women%27s+Categories%3AJeans","https://www1.assets-gap.com/webcontent/0060/143/066/cn60143066.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0060/143/021/cn60143021.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0060/143/022/cn60143022.jpg?q=h&w=768","","https://www1.assets-gap.com/webcontent/0060/143/025/cn60143025.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0062/103/992/cn62103992.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0060/143/033/cn60143033.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0060/143/026/cn60143026.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0059/944/711/cn59944711.jpg?q=h&w=768","https://digitalassets.gapinc.com/AssetLink/4eja5y48532xxtcc2njvhsw504ca5b27.svg?TP=NAV/","Mid-Rise Wow Baggy Wide-Leg Jeans","$28.00","Card Exclusive! $22.40 with Code VIP","https://www1.assets-gap.com/webcontent/0061/585/848/cn61585848.jpg?q=h&w=768","$39.99","30% Off","","",""
"https://oldnavy.gap.com/browse/product.do?pid=547044002&vid=1&pcid=85729&cid=85729&nav=meganav%3AWomen%3AShop+Women%27s+Categories%3AJeans","https://www1.assets-gap.com/webcontent/0056/155/818/cn56155818.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0056/536/129/cn56536129.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0056/155/832/cn56155832.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0056/293/736/cn56293736.mp4","https://www1.assets-gap.com/webcontent/0055/933/391/cn55933391.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0055/933/382/cn55933382.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0055/790/097/cn55790097.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0055/789/897/cn55789897.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0060/172/054/cn60172054.jpg?q=h&w=768","","High-Waisted OG Straight Ankle Jeans","$26.99","Card Exclusive! $21.59 with Code VIP","","$44.99","40% Off","+1","https://oldnavy.gap.com/browse/product.do?pid=547044002&vid=1&pcid=85729&cid=85729&nav=meganav%3AWomen%3AShop+Women%27s+Categories%3AJeans",""
"https://oldnavy.gap.com/browse/product.do?pid=846874002&vid=1&pcid=85729&cid=85729&nav=meganav%3AWomen%3AShop+Women%27s+Categories%3AJeans","https://www1.assets-gap.com/webcontent/0056/933/197/cn56933197.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0056/933/125/cn56933125.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0056/943/041/cn56943041.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0057/101/248/cn57101248.mp4","https://www1.assets-gap.com/webcontent/0054/868/807/cn54868807.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0054/958/654/cn54958654.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0054/803/033/cn54803033.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0054/728/226/cn54728226.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0060/215/449/cn60215449.jpg?q=h&w=768","","High-Waisted OG Loose Jeans","$26.99","Card Exclusive! $21.59 with Code VIP","","$44.99","40% Off","+9","https://oldnavy.gap.com/browse/product.do?pid=846874002&vid=1&pcid=85729&cid=85729&nav=meganav%3AWomen%3AShop+Women%27s+Categories%3AJeans",""
"https://oldnavy.gap.com/browse/product.do?pid=493334002&vid=1&pcid=85729&cid=85729&nav=meganav%3AWomen%3AShop+Women%27s+Categories%3AJeans","https://www1.assets-gap.com/webcontent/0060/514/674/cn60514674.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0060/514/642/cn60514642.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0060/514/645/cn60514645.jpg?q=h&w=768","","https://www1.assets-gap.com/webcontent/0060/514/672/cn60514672.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0055/974/339/cn55974339.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0055/947/861/cn55947861.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0055/947/870/cn55947870.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0062/324/700/cn62324700.jpg?q=h&w=768","https://digitalassets.gapinc.com/AssetLink/4eja5y48532xxtcc2njvhsw504ca5b27.svg?TP=NAV/","High-Waisted Wow Loose Jeans","$28.00","Card Exclusive! $22.40 with Code VIP","","$34.99","20% Off","","",""
"https://oldnavy.gap.com/browse/product.do?pid=895053002&vid=1&pcid=85729&cid=85729&nav=meganav%3AWomen%3AShop+Women%27s+Categories%3AJeans","https://www1.assets-gap.com/webcontent/0061/720/071/cn61720071.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0061/720/035/cn61720035.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0061/720/078/cn61720078.jpg?q=h&w=768","","https://www1.assets-gap.com/webcontent/0061/720/037/cn61720037.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0061/980/802/cn61980802.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0061/826/798/cn61826798.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0061/826/778/cn61826778.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0061/746/637/cn61746637.jpg?q=h&w=768","","Low-Rise Baggy Wide-Leg Jeans","$34.99","Card Exclusive! $27.99 with Code VIP","","$49.99","30% Off","","",""
"https://oldnavy.gap.com/browse/product.do?pid=805754002&vid=1&pcid=85729&cid=85729&nav=meganav%3AWomen%3AShop+Women%27s+Categories%3AJeans","https://www1.assets-gap.com/webcontent/0061/585/373/cn61585373.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0061/567/042/cn61567042.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0061/567/055/cn61567055.jpg?q=h&w=768","","https://www1.assets-gap.com/webcontent/0061/567/070/cn61567070.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0061/542/830/cn61542830.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0060/332/826/cn60332826.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0060/332/821/cn60332821.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0060/291/399/cn60291399.jpg?q=h&w=768","","Mid-Rise Slouchy Straight Jeans","$26.99","Card Exclusive! $21.59 with Code VIP","https://www1.assets-gap.com/webcontent/0061/585/002/cn61585002.jpg?q=h&w=768","$44.99","40% Off","","","Best Seller"
"https://oldnavy.gap.com/browse/product.do?pid=734873002&vid=1&pcid=85729&cid=85729&nav=meganav%3AWomen%3AShop+Women%27s+Categories%3AJeans","https://www1.assets-gap.com/webcontent/0055/784/365/cn55784365.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0055/784/065/cn55784065.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0055/784/167/cn55784167.jpg?q=h&w=768","","https://www1.assets-gap.com/webcontent/0055/997/247/cn55997247.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0061/564/190/cn61564190.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0055/997/136/cn55997136.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0055/997/117/cn55997117.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0062/322/527/cn62322527.jpg?q=h&w=768","https://digitalassets.gapinc.com/AssetLink/4eja5y48532xxtcc2njvhsw504ca5b27.svg?TP=NAV/","Mid-Rise Wow Boot-Cut Jeans","$24.00","Card Exclusive! $19.20 with Code VIP","","$34.99","31% Off","","",""
"https://oldnavy.gap.com/browse/product.do?pid=896223002&vid=1&pcid=85729&cid=85729&nav=meganav%3AWomen%3AShop+Women%27s+Categories%3AJeans","https://www1.assets-gap.com/webcontent/0062/333/020/cn62333020.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0062/337/455/cn62337455.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0062/323/272/cn62323272.jpg?q=h&w=768","","https://www1.assets-gap.com/webcontent/0062/323/257/cn62323257.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0062/323/269/cn62323269.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0062/337/478/cn62337478.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0062/325/294/cn62325294.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0062/333/022/cn62333022.jpg?q=h&w=768","","High-Waisted Vintage Slim Jeans","$20.00","Card Exclusive! $16.00 with Code VIP","","$44.99","56% Off","+3","https://oldnavy.gap.com/browse/product.do?pid=896223002&vid=1&pcid=85729&cid=85729&nav=meganav%3AWomen%3AShop+Women%27s+Categories%3AJeans",""
"https://oldnavy.gap.com/browse/product.do?pid=487332002&vid=1&pcid=85729&cid=85729&nav=meganav%3AWomen%3AShop+Women%27s+Categories%3AJeans","https://www1.assets-gap.com/webcontent/0055/901/146/cn55901146.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0055/901/152/cn55901152.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0055/901/163/cn55901163.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0055/985/084/cn55985084.mp4","https://www1.assets-gap.com/webcontent/0055/854/183/cn55854183.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0055/854/195/cn55854195.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0057/990/035/cn57990035.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0055/996/959/cn55996959.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0062/324/654/cn62324654.jpg?q=h&w=768","https://digitalassets.gapinc.com/AssetLink/4eja5y48532xxtcc2njvhsw504ca5b27.svg?TP=NAV/","High-Waisted Wow Flare Jeans","$28.00","Card Exclusive! $22.40 with Code VIP","","$34.99","20% Off","","",""
"https://oldnavy.gap.com/browse/product.do?pid=732521002&vid=1&pcid=85729&cid=85729&nav=meganav%3AWomen%3AShop+Women%27s+Categories%3AJeans","https://www1.assets-gap.com/webcontent/0056/933/192/cn56933192.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0056/933/126/cn56933126.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0056/943/018/cn56943018.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0057/095/270/cn57095270.mp4","https://www1.assets-gap.com/webcontent/0055/854/316/cn55854316.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0055/854/304/cn55854304.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0055/997/262/cn55997262.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0055/997/269/cn55997269.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0060/818/777/cn60818777.jpg?q=h&w=768","","Extra High-Waisted Wide-Leg Jeans","$31.49","Card Exclusive! $25.19 with Code VIP","","$44.99","30% Off","+5","https://oldnavy.gap.com/browse/product.do?pid=732521002&vid=1&pcid=85729&cid=85729&nav=meganav%3AWomen%3AShop+Women%27s+Categories%3AJeans",""
"https://oldnavy.gap.com/browse/product.do?pid=864377002&vid=1&pcid=85729&cid=85729&nav=meganav%3AWomen%3AShop+Women%27s+Categories%3AJeans","https://www1.assets-gap.com/webcontent/0061/567/493/cn61567493.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0061/567/460/cn61567460.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0061/567/128/cn61567128.jpg?q=h&w=768","","https://www1.assets-gap.com/webcontent/0061/567/450/cn61567450.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0061/179/270/cn61179270.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0061/179/267/cn61179267.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0061/585/007/cn61585007.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0061/586/362/cn61586362.jpg?q=h&w=768","","High-Waisted OG Loose Rigid Jeans","$22.49","Card Exclusive! $17.99 with Code VIP","","$44.99","50% Off","","","Best Seller"
"https://oldnavy.gap.com/browse/product.do?pid=864066002&vid=1&pcid=85729&cid=85729&nav=meganav%3AWomen%3AShop+Women%27s+Categories%3AJeans","https://www1.assets-gap.com/webcontent/0062/004/349/cn62004349.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0061/978/956/cn61978956.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0061/978/970/cn61978970.jpg?q=h&w=768","","https://www1.assets-gap.com/webcontent/0061/978/938/cn61978938.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0061/978/951/cn61978951.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0061/978/950/cn61978950.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0061/978/930/cn61978930.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0061/978/923/cn61978923.jpg?q=h&w=768","","High-Waisted Baggy Wide-Leg Stretch Jeans","$29.99","Card Exclusive! $23.99 with Code VIP","","$49.99","40% Off","","",""
"https://oldnavy.gap.com/browse/product.do?pid=693677002&vid=1&pcid=85729&cid=85729&nav=meganav%3AWomen%3AShop+Women%27s+Categories%3AJeans","https://www1.assets-gap.com/webcontent/0057/713/981/cn57713981.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0057/714/494/cn57714494.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0057/605/465/cn57605465.jpg?q=h&w=768","","https://www1.assets-gap.com/webcontent/0057/605/473/cn57605473.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0057/605/474/cn57605474.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0057/605/464/cn57605464.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0057/714/509/cn57714509.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0060/228/538/cn60228538.jpg?q=h&w=768","","Curvy High-Waisted OG Loose Jeans","$31.49","Card Exclusive! $25.19 with Code VIP","","$44.99","30% Off","+5","https://oldnavy.gap.com/browse/product.do?pid=693677002&vid=1&pcid=85729&cid=85729&nav=meganav%3AWomen%3AShop+Women%27s+Categories%3AJeans",""
"https://oldnavy.gap.com/browse/product.do?pid=860663002&vid=1&pcid=85729&cid=85729&nav=meganav%3AWomen%3AShop+Women%27s+Categories%3AJeans","https://www1.assets-gap.com/webcontent/0060/714/185/cn60714185.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0060/714/160/cn60714160.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0060/714/167/cn60714167.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0060/986/209/cn60986209.mp4","https://www1.assets-gap.com/webcontent/0060/714/165/cn60714165.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0061/157/867/cn61157867.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0060/984/825/cn60984825.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0060/984/816/cn60984816.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0061/598/297/cn61598297.jpg?q=h&w=768","https://digitalassets.gapinc.com/AssetLink/4eja5y48532xxtcc2njvhsw504ca5b27.svg?TP=NAV/","Wow High-Waisted Barrel Ankle Jeans","$24.00","Card Exclusive! $19.20 with Code VIP","","$39.99","40% Off","","",""
"https://oldnavy.gap.com/browse/product.do?pid=691735002&vid=1&pcid=85729&cid=85729&nav=meganav%3AWomen%3AShop+Women%27s+Categories%3AJeans","https://www1.assets-gap.com/webcontent/0057/651/946/cn57651946.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0057/652/008/cn57652008.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0057/652/024/cn57652024.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0057/799/351/cn57799351.mp4","https://www1.assets-gap.com/webcontent/0057/398/913/cn57398913.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0057/398/902/cn57398902.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0057/544/054/cn57544054.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0057/544/073/cn57544073.jpg?q=h&w=768","https://www1.assets-gap.com/webcontent/0057/652/009/cn57652009.jpg?q=h&w=768","","Curvy High-Waisted OG Straight Button-Fly Ankle Jeans","$26.99","Card Exclusive! $21.59 with Code VIP","https://www1.assets-gap.com/webcontent/0060/227/832/cn60227832.jpg?q=h&w=768","$44.99","40% Off","","","Best Seller"
